order_id,customer_name,age,gender,city,order_date,product_name,category,unit_price,quantity,email,payment_method,status
ORD-10600,Zainab Iqbal,55.0,Female,Quetta,2025-07-06,Smartphone,Electronics,70901.31,2,zainab.iqbal81@gmail.com,Cash,Cancelled
ORD-10376,Maryam Raza,45.0,Male,Rawalpindi,2024-12-11,Printer,Office,31045.59,2,maryam.raza59@gmail.com,EasyPaisa,Cancelled
ORD-10519,Fahad Butt,42.0,Male,Multan,2026-03-22,Smartphone,Electronics,87141.66,2,fahad.butt94@gmail.com,Bank Transfer,Completed
ORD-10307,Hina Butt,57.0,Male,Multan,2026-01-27,Usb Drive,Storage,2229.89,2,hina.butt38@gmail.com,JazzCash,Returned
ORD-10384,Danish Raza,29.0,Male,Faisalabad,2026-04-12,Smart Watch,Accessories,13663.05,1,danish.raza34@gmail.com,JazzCash,Cancelled
ORD-10456,Omar Shah,21.0,Male,Multan,2025-09-03,Printer,Office,32268.08,1,omar.shah79@gmail.com,EasyPaisa,Completed
ORD-10499,Bilal Khan,33.0,Male,Lahore,2025-02-09,Mouse,Accessories,3120.23,2,bilal.khan22@gmail.com,Bank Transfer,Returned
ORD-10011,Zainab Sheikh,25.0,Male,Karachi,2024-02-18,Smart Watch,Accessories,11306.61,1,zainab.sheikh66@gmail.com,EasyPaisa,Completed
ORD-10435,Anum Sheikh,29.0,Male,Multan,2024-06-12,Printer,Office,29392.11,1,anum.sheikh97@gmail.com,JazzCash,Completed
ORD-10101,Omar Iqbal,54.0,Unknown,Faisalabad,2025-01-02,Keyboard,Accessories,4081.11,1,omar.iqbal14@gmail.com,Cash,Returned
ORD-10164,Maham Iqbal,36.0,Female,Lahore,2024-07-14,Laptop,Electronics,147591.21,2,maham.iqbal33@gmail.com,JazzCash,Cancelled
ORD-10561,Hassan Nawaz,51.0,Male,Multan,2025-10-06,Smartphone,Electronics,82282.01,2,hassan.nawaz8@gmail.com,Bank Transfer,Cancelled
ORD-10050,Danish Nawaz,46.0,Male,Multan,2025-07-15,Printer,Office,30101.38,1,danish.nawaz93@gmail.com,EasyPaisa,Cancelled
ORD-10529,Ayesha Butt,36.0,Male,Rawalpindi,2026-04-19,Headphones,Accessories,7755.42,3,ayesha.butt80@gmail.com,Cash,Cancelled
ORD-10595,Ali Malik,60.0,Female,Karachi,2025-05-13,Laptop,Electronics,159107.55,1,ali.malik83@gmail.com,Cash,Pending
ORD-10318,Zainab Sheikh,59.0,Male,Quetta,2025-10-07,Tablet,Electronics,48782.49,1,zainab.sheikh26@gmail.com,Bank Transfer,Cancelled
ORD-10313,Zainab Malik,24.0,Male,Islamabad,2025-08-21,Headphones,Accessories,7697.41,2,zainab.malik26@gmail.com,Card,Returned
ORD-10155,Zainab Khan,42.0,Male,Karachi,2025-10-27,Smartphone,Electronics,87113.76,3,zainab.khan41@gmail.com,Cash,Cancelled
ORD-10582,Danish Raza,27.0,Female,Rawalpindi,2024-08-17,Smart Watch,Accessories,13945.09,1,danish.raza88@gmail.com,EasyPaisa,Pending
ORD-10470,Sara Javed,61.0,Male,Lahore,2024-01-13,Monitor,Electronics,0.467,2,sara.javed59@gmail.com,Bank Transfer,Completed
ORD-10327,Zainab Nawaz,63.0,Female,Quetta,2024-01-29,Monitor,Electronics,42922.23,3,zainab.nawaz41@gmail.com,Bank Transfer,Pending
ORD-10273,Usman Butt,44.0,Female,Gujranwala,2025-05-21,Printer,Office,34904.19,1,usman.butt50@gmail.com,EasyPaisa,Returned
ORD-10337,Sana Sheikh,52.0,Female,Islamabad,2024-12-25,Smart Watch,Accessories,13602.52,3,sana.sheikh53@gmail.com,EasyPaisa,Pending
ORD-10267,Ali Nawaz,18.0,Male,Unknown,2025-02-02,Smart Watch,Accessories,13166.79,2,ali.nawaz26@gmail.com,JazzCash,Completed
ORD-10502,Omar Ahmed,49.0,Female,Karachi,2024-02-10,Headphones,Accessories,8652.5,1,omar.ahmed93@gmail.com,JazzCash,Returned
ORD-10023,Maham Khan,48.0,Male,Gujranwala,2025-05-12,Keyboard,Accessories,4339.22,1,maham.khan12@gmail.com,Cash,Pending
ORD-10601,Maham Khan,54.0,Female,Gujranwala,2025-04-25,Smart Watch,Accessories,11714.57,1,maham.khan61@gmail.com,JazzCash,Cancelled
ORD-10549,Anum Khan,59.0,Female,Islamabad,2025-04-19,Printer,Office,32462.97,3,anum.khan89@gmail.com,Bank Transfer,Completed
ORD-10351,Maryam Javed,49.0,Female,Unknown,2025-11-01,Tablet,Electronics,52555.88,1,maryam.javed45@gmail.com,Card,Cancelled
ORD-10397,Hina Iqbal,18.0,Female,Rawalpindi,2024-08-15,Smartphone,Electronics,84930.36,2,hina.iqbal15@gmail.com,JazzCash,Cancelled
ORD-10390,Hamza Ahmed,64.0,Male,Rawalpindi,2025-08-13,Printer,Office,34480.12,2,hamza.ahmed2@gmail.com,Bank Transfer,Completed
ORD-10223,Ayesha Shah,21.0,Male,Karachi,2026-02-11,Keyboard,Accessories,4142.74,1,Unknown,JazzCash,Pending
ORD-10439,Hina Ahmed,50.0,Male,Multan,2024-01-07,Smart Watch,Accessories,13192.17,3,hina.ahmed63@gmail.com,Card,Pending
ORD-10474,Omar Butt,29.0,Female,Multan,2024-01-10,Headphones,Accessories,9316.44,1,omar.butt19@gmail.com,Card,Cancelled
ORD-10319,Ahmed Khan,26.0,Male,Rawalpindi,2025-03-30,Keyboard,Accessories,4204.87,3,ahmed.khan9@gmail.com,Cash,Completed
ORD-10411,Ayesha Shah,55.0,Female,Lahore,2024-06-13,Printer,Office,31047.97,1,ayesha.shah36@gmail.com,JazzCash,Returned
ORD-10130,Hamza Butt,25.0,Female,Quetta,2025-03-16,Printer,Office,32395.66,1,hamza.butt97@gmail.com,EasyPaisa,Returned
ORD-10302,Iqra Iqbal,54.0,Male,Rawalpindi,2026-05-29,Monitor,Electronics,42709.72,1,iqra.iqbal66@gmail.com,Card,Cancelled
ORD-10028,Hamza Butt,42.0,Female,Multan,2025-02-09,Monitor,Electronics,42551.53,1,hamza.butt86@gmail.com,JazzCash,Completed
ORD-10492,Anum Iqbal,52.0,Male,Karachi,2024-02-20,Monitor,Electronics,43530.03,1,Unknown,JazzCash,Cancelled
ORD-10550,Fatima Nawaz,38.0,Female,Lahore,2025-02-27,Printer,Electronics,34237.12,1,fatima.nawaz90@gmail.com,Card,Returned
ORD-10647,Zainab Malik,31.0,Male,Rawalpindi,2025-02-20,Laptop,Electronics,149435.6,2,zainab.malik72@gmail.com,JazzCash,Pending
ORD-10507,Talha Malik,30.0,Male,Multan,2024-02-02,Headphones,Accessories,9353.43,1,talha.malik6@gmail.com,Card,Completed
ORD-10173,Usman Malik,23.0,Female,Islamabad,2025-03-31,Headphones,Accessories,8607.61,3,Unknown,Cash,Cancelled
ORD-10196,Usman Shah,57.0,Female,Lahore,2026-03-04,Keyboard,Accessories,4395.72,1,usman.shah89@gmail.com,Card,Pending
ORD-10467,Ahmed Iqbal,20.0,Female,Rawalpindi,2025-07-08,Laptop,Electronics,139614.22,2,ahmed.iqbal79@gmail.com,Bank Transfer,Cancelled
ORD-10571,Maryam Ahmed,49.0,Female,Faisalabad,2024-03-29,Laptop,Electronics,146896.26,1,maryam.ahmed91@gmail.com,EasyPaisa,Cancelled
ORD-10156,Iqra Sheikh,23.0,Male,Faisalabad,2024-01-06,Smart Watch,Accessories,11915.65,2,iqra.sheikh98@gmail.com,Card,Pending
ORD-10361,Ali Iqbal,32.0,Female,Islamabad,2024-01-09,Headphones,Accessories,8375.88,2,ali.iqbal17@gmail.com,JazzCash,Cancelled
ORD-10557,Ayesha Sheikh,27.0,Male,Quetta,2024-02-07,Laptop,Electronics,134775.09,2,Unknown,Bank Transfer,Cancelled
ORD-10087,Maryam Iqbal,56.0,Male,Karachi,2025-10-07,Smart Watch,Accessories,13256.42,1,maryam.iqbal90@gmail.com,JazzCash,Completed
ORD-10051,Zainab Raza,35.0,Female,Islamabad,2024-09-01,Printer,Office,35625.88,1,zainab.raza99@gmail.com,JazzCash,Pending
ORD-10135,Sara Butt,43.0,Female,Rawalpindi,2024-03-21,Usb Drive,Storage,2436.37,1,sara.butt56@gmail.com,Card,Cancelled
ORD-10487,Maryam Khan,26.0,Female,Faisalabad,2026-05-18,Printer,Office,29119.94,3,maryam.khan1@gmail.com,EasyPaisa,Completed
ORD-10402,Anum Nawaz,56.0,Male,Faisalabad,2025-03-04,Printer,Office,35153.97,3,anum.nawaz42@gmail.com,EasyPaisa,Cancelled
ORD-10038,Omar Khan,40.0,Female,Multan,2025-04-16,Keyboard,Accessories,4146.7,1,omar.khan61@gmail.com,Card,Completed
ORD-10058,Hamza Malik,42.0,Male,Islamabad,2024-02-23,Laptop,Electronics,136751.85,2,hamza.malik61@gmail.com,Cash,Completed
ORD-10139,Iqra Iqbal,21.0,Female,Peshawar,2025-08-28,Mouse,Accessories,2744.0,2,iqra.iqbal81@gmail.com,Cash,Cancelled
ORD-10631,Fatima Ahmed,20.0,Male,Islamabad,2025-08-18,Headphones,Accessories,8983.96,1,fatima.ahmed71@gmail.com,Bank Transfer,Returned
ORD-10393,Bilal Raza,42.0,Female,Sialkot,2025-10-20,Printer,Office,31419.01,1,bilal.raza7@gmail.com,Cash,Returned
ORD-10633,Hassan Sheikh,33.0,Male,Quetta,2025-02-25,Mouse,Accessories,2835.19,1,hassan.sheikh82@gmail.com,Cash,Pending
ORD-10037,Ali Sheikh,60.0,Male,Faisalabad,2025-02-25,Monitor,Electronics,40614.63,2,ali.sheikh95@gmail.com,Card,Completed
ORD-10410,Hassan Raza,29.0,Male,Peshawar,2024-03-17,Headphones,Accessories,7820.71,5,hassan.raza58@gmail.com,Cash,Returned
ORD-10383,Ahmed Malik,50.0,Male,Islamabad,2024-04-02,Smart Watch,Accessories,12979.59,1,ahmed.malik74@gmail.com,JazzCash,Pending
ORD-10203,Sara Sheikh,44.0,Female,Multan,2024-06-10,Printer,Office,29937.87,4,sara.sheikh1@gmail.com,JazzCash,Cancelled
ORD-10262,Talha Javed,46.0,Female,Gujranwala,2024-08-14,Usb Drive,Storage,2459.19,2,talha.javed72@gmail.com,EasyPaisa,Pending
ORD-10514,Hina Shah,56.0,Male,Quetta,2024-11-27,Tablet,Electronics,56707.77,3,hina.shah98@gmail.com,Bank Transfer,Pending
ORD-10168,Hina Nawaz,21.0,Male,Gujranwala,2026-03-21,Mouse,Accessories,2634.9,2,Unknown,JazzCash,Pending
ORD-10031,Maham Raza,42.0,Male,Islamabad,2024-05-17,Smartphone,Electronics,80625.47,4,maham.raza85@gmail.com,Bank Transfer,Pending
ORD-10106,Sara Iqbal,61.0,Female,Peshawar,2024-08-19,Headphones,Accessories,8116.18,2,sara.iqbal10@gmail.com,JazzCash,Completed
ORD-10192,Bilal Nawaz,65.0,Female,Quetta,2025-09-23,Headphones,Accessories,9327.79,1,bilal.nawaz41@gmail.com,Card,Returned
ORD-10282,Hina Iqbal,64.0,Male,Multan,2026-06-08,Monitor,Electronics,40923.08,2,hina.iqbal63@gmail.com,JazzCash,Completed
ORD-10339,Omar Sheikh,39.0,Female,Lahore,2024-04-05,Smartphone,Electronics,78336.82,1,omar.sheikh94@gmail.com,EasyPaisa,Pending
ORD-10008,Hamza Javed,21.0,Male,Lahore,2026-03-05,Monitor,Electronics,45803.47,3,hamza.javed29@gmail.com,JazzCash,Returned
ORD-10434,Fahad Raza,43.0,Female,Peshawar,2024-04-02,Smart Watch,Accessories,11528.09,1,fahad.raza18@gmail.com,Cash,Pending
ORD-10189,Fahad Javed,42.0,Female,Peshawar,2024-03-16,Monitor,Electronics,42693.97,2,fahad.javed25@gmail.com,JazzCash,Completed
ORD-10246,Talha Ahmed,22.0,Female,Quetta,2026-05-08,Smartphone,Electronics,86129.95,1,talha.ahmed7@gmail.com,Bank Transfer,Returned
ORD-10342,Ali Shah,56.0,Female,Sialkot,2025-10-02,Mouse,Accessories,2811.66,3,ali.shah12@gmail.com,Cash,Completed
ORD-10259,Hamza Sheikh,46.0,Female,Quetta,2024-03-16,Tablet,Electronics,53321.5,2,hamza.sheikh92@gmail.com,EasyPaisa,Returned
ORD-10611,Hamza Nawaz,33.0,Male,Peshawar,2026-02-06,Smart Watch,Accessories,11358.11,2,hamza.nawaz51@gmail.com,JazzCash,Pending
ORD-10308,Hassan Javed,19.0,Male,Peshawar,2025-02-23,Keyboard,Accessories,4369.73,1,hassan.javed98@gmail.com,JazzCash,Completed
ORD-10590,Omar Nawaz,38.0,Female,Quetta,2025-11-28,Smart Watch,Accessories,11667.73,1,omar.nawaz74@gmail.com,JazzCash,Returned
ORD-10623,Danish Raza,42.0,Male,Karachi,2024-02-10,Keyboard,Accessories,4416.77,1,danish.raza83@gmail.com,EasyPaisa,Completed
ORD-10621,Ahmed Javed,48.0,Male,Quetta,2025-12-06,Laptop,Electronics,136386.22,1,ahmed.javed29@gmail.com,Bank Transfer,Cancelled
ORD-10112,Hina Javed,30.0,Male,Multan,2024-10-09,Monitor,Electronics,39289.68,1,hina.javed83@gmail.com,Cash,Pending
88335,Ahmed Shah,48.0,Female,Sialkot,2024-05-23,Smartphone,Electronics,70286.86,1,ahmed.shah86@gmail.com,Cash,Cancelled
ORD-10290,Ahmed Javed,46.0,Female,Sialkot,2024-06-17,Laptop,Electronics,149347.58,2,ahmed.javed73@gmail.com,Card,Returned
ORD-10234,Sana Khan,34.0,Female,Faisalabad,2024-01-17,Keyboard,Accessories,4537.59,2,sana.khan73@gmail.com,Card,Pending
ORD-10231,Ali Butt,48.0,Male,Quetta,2026-02-11,Smartphone,Electronics,83838.96,2,ali.butt25@gmail.com,Cash,Returned
ORD-10349,Bilal Malik,38.0,Female,Peshawar,2025-07-19,Tablet,Electronics,51085.57,2,bilal.malik12@gmail.com,Bank Transfer,Completed
ORD-10437,Iqra Iqbal,24.0,Female,Faisalabad,2024-11-27,Laptop,Electronics,132821.14,5,iqra.iqbal6@gmail.com,Bank Transfer,Pending
ORD-10225,Sana Raza,65.0,Male,Gujranwala,2025-08-28,Laptop,Electronics,138959.96,2,sana.raza36@gmail.com,JazzCash,Cancelled
ORD-10406,Ali Javed,60.0,Male,Sialkot,2024-02-24,Laptop,Electronics,159067.19,1,ali.javed14@gmail.com,JazzCash,Pending
ORD-10338,Fatima Iqbal,34.0,Male,Islamabad,2024-11-22,Laptop,Electronics,152946.69,1,fatima.iqbal10@gmail.com,JazzCash,Pending
ORD-10436,Zainab Iqbal,20.0,Male,Peshawar,2024-08-27,Smartphone,Electronics,82228.63,1,zainab.iqbal30@gmail.com,JazzCash,Returned
ORD-10370,Fahad Nawaz,50.0,Male,Gujranwala,2024-07-18,Smartphone,Electronics,71390.24,1,fahad.nawaz80@gmail.com,Bank Transfer,Cancelled
ORD-10441,Sana Ahmed,48.0,Female,Quetta,2025-05-05,Smartphone,Electronics,71655.82,1,sana.ahmed93@gmail.com,Card,Pending
ORD-10200,Omar Ahmed,63.0,Male,Rawalpindi,2024-10-21,Headphones,Accessories,9108.37,1,omar.ahmed99@gmail.com,EasyPaisa,Cancelled
ORD-10138,Fahad Nawaz,38.0,Female,Karachi,2025-10-01,Usb Drive,Storage,2320.26,2,fahad.nawaz58@gmail.com,EasyPaisa,Completed
ORD-10127,Ahmed Sheikh,31.0,Female,Gujranwala,2025-06-27,Laptop,Electronics,156594.67,1,ahmed.sheikh95@gmail.com,Bank Transfer,Cancelled
ORD-10167,Bilal Raza,28.0,Unknown,Rawalpindi,2025-03-12,Smart Watch,Accessories,12132.15,2,bilal.raza40@gmail.com,EasyPaisa,Completed
ORD-10521,Sara Butt,58.0,Female,Lahore,2025-10-11,Usb Drive,Storage,2267.56,4,sara.butt96@gmail.com,JazzCash,Completed
ORD-10388,Sara Shah,46.0,Male,Sialkot,2025-11-25,Smart Watch,Accessories,11737.96,3,sara.shah76@gmail.com,EasyPaisa,Cancelled
ORD-10317,Danish Javed,42.0,Male,Islamabad,2025-04-18,Printer,Office,31679.03,1,danish.javed96@gmail.com,Cash,Completed
ORD-10248,Sana Sheikh,57.0,Female,Sialkot,2024-03-28,Usb Drive,Storage,2447.86,2,sana.sheikh88@gmail.com,Cash,Completed
ORD-10104,Danish Khan,36.0,Female,Gujranwala,2024-04-02,Monitor,Electronics,42499.19,2,danish.khan75@gmail.com,Card,Pending
ORD-10054,Fahad Shah,42.0,Female,Peshawar,2024-11-01,Laptop,Electronics,159044.99,4,fahad.shah62@gmail.com,Bank Transfer,Pending
ORD-10505,Fatima Khan,38.0,Male,Peshawar,2024-09-01,Monitor,Electronics,44126.92,2,fatima.khan80@gmail.com,EasyPaisa,Pending
ORD-10332,Maham Nawaz,29.0,Female,Faisalabad,2026-04-14,Keyboard,Accessories,4800.27,2,maham.nawaz46@gmail.com,JazzCash,Pending
ORD-10587,Fatima Malik,55.0,Female,Gujranwala,2024-04-27,Usb Drive,Storage,2016.72,3,fatima.malik95@gmail.com,Bank Transfer,Completed
ORD-10263,Hina Khan,25.0,Male,Rawalpindi,2024-03-28,Smartphone,Electronics,72603.84,1,hina.khan62@gmail.com,JazzCash,Cancelled
ORD-10178,Sara Javed,63.0,Male,Rawalpindi,2024-11-26,Mouse,Accessories,2758.23,1,sara.javed20@gmail.com,Bank Transfer,Cancelled
ORD-10218,Maryam Shah,59.0,Female,Rawalpindi,2026-01-16,Headphones,Accessories,9045.94,2,maryam.shah24@gmail.com,EasyPaisa,Returned
ORD-10320,Danish Khan,43.0,Female,Lahore,2026-01-11,Usb Drive,Storage,2101.12,1,danish.khan22@gmail.com,EasyPaisa,Returned
ORD-10072,Maryam Khan,21.0,Female,Karachi,2024-02-16,Printer,Office,30198.96,1,maryam.khan91@gmail.com,EasyPaisa,Completed
ORD-10639,Sana Butt,38.0,Male,Islamabad,2024-04-22,Monitor,Electronics,40287.81,1,sana.butt96@gmail.com,Card,Returned
order_13769,Maryam Shah,52.0,Male,Islamabad,2025-09-19,Mouse,Accessories,2827.04,2,maryam.shah97@gmail.com,Bank Transfer,Cancelled
ORD-10421,Sara Javed,55.0,Male,Islamabad,2026-02-02,Usb Drive,Storage,2363.12,1,sara.javed1@gmail.com,JazzCash,Completed
ORD-10589,Ahmed Butt,18.0,Male,Karachi,2025-10-13,Usb Drive,Storage,2041.97,3,ahmed.butt18@gmail.com,EasyPaisa,Cancelled
ORD-10558,Bilal Malik,28.0,Female,Quetta,2024-07-01,Smartphone,Electronics,70693.91,1,bilal.malik7@gmail.com,Bank Transfer,Pending
ORD-10227,Omar Sheikh,32.0,Female,Quetta,2026-05-19,Printer,Office,35649.99,1,omar.sheikh97@gmail.com,EasyPaisa,Completed
ORD-10466,Zainab Raza,57.0,Female,Karachi,2024-09-12,Keyboard,Accessories,4421.12,1,zainab.raza27@gmail.com,Cash,Completed
ORD-10003,Danish Nawaz,62.0,Female,Faisalabad,2024-06-12,Laptop,Electronics,153850.61,2,Unknown,JazzCash,Pending
